Journal,Volume,Year,Issue,Title,Authors,FileName,URL,DOI
J of Congnitive Neuroscience,11,1999,1,Neural Evidence Linking Visual Object Enumeration and Attention,,Sathian et al_Neural Evidence Linking Visual Object Enumeration and Attention_1999.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892999563238,https://doi.org/10.1162/089892999563238
J of Congnitive Neuroscience,11,1999,1,Blindsight in Subjects with Homonymous Visual Field Defects,,Schärli et al_Blindsight in Subjects with Homonymous Visual Field Defects_1999.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892999563247,https://doi.org/10.1162/089892999563247
J of Congnitive Neuroscience,11,1999,1,Frames of Reference for Mapping Tactile Stimuli in Brain-Damaged Patients,,Aglioti et al_Frames of Reference for Mapping Tactile Stimuli in Brain-Damaged Patients_1999.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892999563256,https://doi.org/10.1162/089892999563256
J of Congnitive Neuroscience,11,1999,1,Conceptual Processing during the Conscious Resting State: A Functional MRI Study,,Binder et al_Conceptual Processing during the Conscious Resting State A Functional MRI Study_1999.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892999563265,https://doi.org/10.1162/089892999563265
J of Congnitive Neuroscience,11,1999,1,Functional Anatomy of Perceptual and Semantic Processing for Odors,,Royet et al_Functional Anatomy of Perceptual and Semantic Processing for Odors_1999.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892999563166,https://doi.org/10.1162/089892999563166
J of Congnitive Neuroscience,11,1999,1,Cerebral Mechanisms of Hypnotic Induction and Suggestion,,Rainville et al_Cerebral Mechanisms of Hypnotic Induction and Suggestion_1999.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892999563175,https://doi.org/10.1162/089892999563175
J of Congnitive Neuroscience,12,2000,1,Imaging Cognition II: An Empirical Review of 275 PET and fMRI Studies,,Cabeza & Nyberg_Imaging Cognition II An Empirical Review of 275 PET and fMRI Studies_2000.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290051137585,https://doi.org/10.1162/08989290051137585
J of Congnitive Neuroscience,12,2000,1,Activation in Human MT/MST by Static Images with Implied Motion,,Kourtzi & Kanwisher_Activation in Human MTMST by Static Images with Implied Motion_2000.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290051137594,https://doi.org/10.1162/08989290051137594
J of Congnitive Neuroscience,12,2000,1,Specialized Neural Systems Underlying Representations of Sequential Movements,,Harrington et al_Specialized Neural Systems Underlying Representations of Sequential Movements_2000.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290051137602,https://doi.org/10.1162/08989290051137602
J of Congnitive Neuroscience,12,2000,1,Output Units of Motor Behavior: An Experimental and Modeling Study,,Loeb et al_Output Units of Motor Behavior An Experimental and Modeling Study_2000.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290051137611,https://doi.org/10.1162/08989290051137611
J of Congnitive Neuroscience,12,2000,1,Functional Anatomy of High-Resolution Visual Mental Imagery,,Mellet et al_Functional Anatomy of High-Resolution Visual Mental Imagery_2000.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290051137620,https://doi.org/10.1162/08989290051137620
J of Congnitive Neuroscience,12,2000,1,Anatomical Segregation of Component Processes in an Inductive Inference Task,,Goel & Dolan_Anatomical Segregation of Component Processes in an Inductive Inference Task_2000.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290051137639,https://doi.org/10.1162/08989290051137639
J of Congnitive Neuroscience,12,2000,1,An Event-related Neuroimaging Study Distinguishing Form and Content in Sentence Processing,,Ni et al_An Event-related Neuroimaging Study Distinguishing Form and Content in Sentence Processing_2000.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290051137648,https://doi.org/10.1162/08989290051137648
J of Congnitive Neuroscience,12,2000,1,Functional Changes in Brain Activity During Priming in Alzheimer's Disease,,Backman et al_Functional Changes in Brain Activity During Priming in Alzheimer's Disease_2000.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892900561922,https://doi.org/10.1162/089892900561922
J of Congnitive Neuroscience,12,2000,1,Contrasting Cortical and Subcortical Activations Produced by Attentional-Set Shifting and Reversal Learning in Humans,,Rogers et al_Contrasting Cortical and Subcortical Activations Produced by Attentional-Set Shifting and Reversal Learning in Humans_2000.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892900561931,https://doi.org/10.1162/089892900561931
J of Congnitive Neuroscience,12,2000,1,Large Scale Neurocognitive Networks Underlying Episodic Memory,,Nyberg et al_Large Scale Neurocognitive Networks Underlying Episodic Memory_2000.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892900561805,https://doi.org/10.1162/089892900561805
J of Congnitive Neuroscience,12,2000,1,Age Differences in the Frontal Lateralization of Verbal and Spatial Working Memory Revealed by PET,,Reuter-Lorenz et al_Age Differences in the Frontal Lateralization of Verbal and Spatial Working Memory Revealed by PET_2000.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892900561814,https://doi.org/10.1162/089892900561814
J of Congnitive Neuroscience,12,2000,1,Age Differences in Behavior and PET Activation Reveal Differences in Interference Resolution in Verbal Working Memory,,Jonides et al_Age Differences in Behavior and PET Activation Reveal Differences in Interference Resolution in Verbal Working Memory_2000.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892900561823,https://doi.org/10.1162/089892900561823
J of Congnitive Neuroscience,12,2000,1,Age-Related Differences in Neural Activity during Item and Temporal-Order Memory Retrieval: A Positron Emission Tomography Study,,Cabeza et al_Age-Related Differences in Neural Activity during Item and Temporal-Order Memory Retrieval A Positron Emission Tomography Study_2000.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892900561832,https://doi.org/10.1162/089892900561832
J of Congnitive Neuroscience,12,2000,1,A Crosslinguistic PET Study of Tone Perception,,Gandour et al_A Crosslinguistic PET Study of Tone Perception_2000.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892900561841,https://doi.org/10.1162/089892900561841
J of Congnitive Neuroscience,12,2000,1,A Twin MRI Study of Size Variations in the Human Brain,,Pennington et al_A Twin MRI Study of Size Variations in the Human Brain_2000.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892900561850,https://doi.org/10.1162/089892900561850
J of Congnitive Neuroscience,13,1,1,Hierarchical Organization of the Human Auditory Cortex Revealed by Functional Magnetic Resonance Imaging,,Wessinger et al_Hierarchical Organization of the Human Auditory Cortex Revealed by Functional Magnetic Resonance Imaging_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901564108,https://doi.org/10.1162/089892901564108
J of Congnitive Neuroscience,13,1,1,The Role of Familiar Size in the Control of Grasping,,Marotta & Goodale_The Role of Familiar Size in the Control of Grasping_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901564135,https://doi.org/10.1162/089892901564135
J of Congnitive Neuroscience,13,1,1,Similarity in Perception: A Window to Brain Organization,,Solan & Ruppin_Similarity in Perception A Window to Brain Organization_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901564144,https://doi.org/10.1162/089892901564144
J of Congnitive Neuroscience,13,1,1,Failed Suppression of Direct Visuomotor Activation in Parkinson's Disease,,Praamstra & Plat_Failed Suppression of Direct Visuomotor Activation in Parkinson's Disease_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901564153,https://doi.org/10.1162/089892901564153
J of Congnitive Neuroscience,13,1,1,Visual Representation in the Wild: How Rhesus Monkeys Parse Objects,,Munakata et al_Visual Representation in the Wild How Rhesus Monkeys Parse Objects_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901564162,https://doi.org/10.1162/089892901564162
J of Congnitive Neuroscience,13,1,1,The Role of Large-Scale Memory Organization in the Mismatch Negativity Event-Related Brain Potential,,Winkler et al_The Role of Large-Scale Memory Organization in the Mismatch Negativity Event-Related Brain Potential_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901564171,https://doi.org/10.1162/089892901564171
J of Congnitive Neuroscience,13,1,1,"Functional Magnetic Resonance Imaging of Visual Object Construction and Shape Discrimination: Relations among Task, Hemispheric Lateralization, and Gender",,"Georgopoulos et al_Functional Magnetic Resonance Imaging of Visual Object Construction and Shape Discrimination Relations among Task, Hemispheric Lateralization, and Ge_1.pdf",https://www.mitpressjournals.org/doi/pdf/10.1162/089892901564180,https://doi.org/10.1162/089892901564180
J of Congnitive Neuroscience,13,1,1,The Speed of Sight,,Keysers et al_The Speed of Sight_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901564199,https://doi.org/10.1162/089892901564199
J of Congnitive Neuroscience,13,1,1,A Neural Model of Smooth Pursuit Control and Motion Perception by Cortical Area MST,,Pack et al_A Neural Model of Smooth Pursuit Control and Motion Perception by Cortical Area MST_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901564207,https://doi.org/10.1162/089892901564207
J of Congnitive Neuroscience,13,1,1,Behavioral and Electrophysiological Study of Phonological Priming between Bisyllabic Spoken Words,,Dumay et al_Behavioral and Electrophysiological Study of Phonological Priming between Bisyllabic Spoken Words_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901564117,https://doi.org/10.1162/089892901564117
J of Congnitive Neuroscience,13,1,1,Differential Impact of the FMR-1 Full Mutation on Memory and Attention Functioning: A Neuropsychological Perspective,,Cornish et al_Differential Impact of the FMR-1 Full Mutation on Memory and Attention Functioning A Neuropsychological Perspective_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901564126,https://doi.org/10.1162/089892901564126
J of Congnitive Neuroscience,14,1,1,Increased Brain Activity in Frontal and Parietal Cortex Underlies the Development of Visuospatial Working Memory Capacity during Childhood,,Klingberg et al_Increased Brain Activity in Frontal and Parietal Cortex Underlies the Development of Visuospatial Working Memory Capacity during Childhood_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205276,https://doi.org/10.1162/089892902317205276
J of Congnitive Neuroscience,14,1,1,fMRI Evidence for Dual Routes to the Mental Lexicon in Visual Word Recognition,,Fiebach et al_fMRI Evidence for Dual Routes to the Mental Lexicon in Visual Word Recognition_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205285,https://doi.org/10.1162/089892902317205285
J of Congnitive Neuroscience,14,1,1,Object Activation from Features in the Semantic System,,Kraut et al_Object Activation from Features in the Semantic System_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205294,https://doi.org/10.1162/089892902317205294
J of Congnitive Neuroscience,14,1,1,Object Activation in Semantic Memory from Visual Multimodal Feature Input,,Kraut et al_Object Activation in Semantic Memory from Visual Multimodal Feature Input_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205302,https://doi.org/10.1162/089892902317205302
J of Congnitive Neuroscience,14,1,1,Split-Second Sequential Selective Activation in Human Secondary Visual Cortex,,Kenemans et al_Split-Second Sequential Selective Activation in Human Secondary Visual Cortex_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205311,https://doi.org/10.1162/089892902317205311
J of Congnitive Neuroscience,14,1,1,Acoustical Vision of Neglected Stimuli: Interaction among Spatially Converging Audiovisual Inputs in Neglect Patients,,Frassinetti et al_Acoustical Vision of Neglected Stimuli Interaction among Spatially Converging Audiovisual Inputs in Neglect Patients_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205320,https://doi.org/10.1162/089892902317205320
J of Congnitive Neuroscience,14,1,1,Theta Oscillations and Human Navigation: A Magnetoencephalography Study,,de Araújo et al_Theta Oscillations and Human Navigation A Magnetoencephalography Study_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205339,https://doi.org/10.1162/089892902317205339
J of Congnitive Neuroscience,14,1,1,Dissociations in Processing Past Tense Morphology: Neuropathology and Behavioral Studies,,Tyler et al_Dissociations in Processing Past Tense Morphology Neuropathology and Behavioral Studies_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205348,https://doi.org/10.1162/089892902317205348
J of Congnitive Neuroscience,14,1,1,Working Memory and the Suppression of Reflexive Saccades,,Mitchell et al_Working Memory and the Suppression of Reflexive Saccades_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205357,https://doi.org/10.1162/089892902317205357
J of Congnitive Neuroscience,14,1,1,Modulation of the Visual Word Retrieval System in Writing: A Functional MRI Study on the Japanese Orthographies,,Nakamura et al_Modulation of the Visual Word Retrieval System in Writing A Functional MRI Study on the Japanese Orthographies_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205366,https://doi.org/10.1162/089892902317205366
J of Congnitive Neuroscience,14,1,1,Wada Testing Reveals Frontal Lateralization for the Memorization of Words and Faces,,Kelley et al_Wada Testing Reveals Frontal Lateralization for the Memorization of Words and Faces_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205375,https://doi.org/10.1162/089892902317205375
J of Congnitive Neuroscience,15,1,1,Dreaming and Episodic Memory: A Functional Dissociation?,,Fosse et al_Dreaming and Episodic Memory A Functional Dissociation_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892903321107774,https://doi.org/10.1162/089892903321107774
J of Congnitive Neuroscience,15,1,1,Neural Substrates of Perceptual Enhancement by Cross-Modal Spatial Attention,,McDonald et al_Neural Substrates of Perceptual Enhancement by Cross-Modal Spatial Attention_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892903321107783,https://doi.org/10.1162/089892903321107783
J of Congnitive Neuroscience,15,1,1,Visual Localization Ability Influences Cross-Modal Bias,,Hairston et al_Visual Localization Ability Influences Cross-Modal Bias_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892903321107792,https://doi.org/10.1162/089892903321107792
J of Congnitive Neuroscience,15,1,1,Actions Speak Louder Than Functions: The Importance of Manipulability and Action in Tool Representation,,Kellenbach et al_Actions Speak Louder Than Functions The Importance of Manipulability and Action in Tool Representation_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892903321107800,https://doi.org/10.1162/089892903321107800
J of Congnitive Neuroscience,15,1,1,Parietal Representation of Symbolic and Nonsymbolic Magnitude,,Fias et al_Parietal Representation of Symbolic and Nonsymbolic Magnitude_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892903321107819,https://doi.org/10.1162/089892903321107819
J of Congnitive Neuroscience,15,1,1,Reading Speech from Still and Moving Faces: The Neural Substrates of Visible Speech,,Calvert & Campbell_Reading Speech from Still and Moving Faces The Neural Substrates of Visible Speech_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892903321107828,https://doi.org/10.1162/089892903321107828
J of Congnitive Neuroscience,15,1,1,Semantic Processing in the Left Inferior Prefrontal Cortex: A Combined Functional Magnetic Resonance Imaging and Transcranial Magnetic Stimulation Study,,Devlin et al_Semantic Processing in the Left Inferior Prefrontal Cortex A Combined Functional Magnetic Resonance Imaging and Transcranial Magnetic Stimulation Stu_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892903321107837,https://doi.org/10.1162/089892903321107837
J of Congnitive Neuroscience,15,1,1,Common and Segregated Neuronal Networks for Different Languages Revealed Using Functional Magnetic Resonance Adaptation,,Chee et al_Common and Segregated Neuronal Networks for Different Languages Revealed Using Functional Magnetic Resonance Adaptation_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892903321107846,https://doi.org/10.1162/089892903321107846
J of Congnitive Neuroscience,15,1,1,"Repair, Revision, and Complexity in Syntactic Analysis: An Electrophysiological Differentiation",,"Kaan & Swaab_Repair, Revision, and Complexity in Syntactic Analysis An Electrophysiological Differentiation_1.pdf",https://www.mitpressjournals.org/doi/pdf/10.1162/089892903321107855,https://doi.org/10.1162/089892903321107855
J of Congnitive Neuroscience,15,1,1,Time Course of Processes and Representations Supporting Visual Object Identification and Memory,,Schendan & Kutas_Time Course of Processes and Representations Supporting Visual Object Identification and Memory_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892903321107864,https://doi.org/10.1162/089892903321107864
J of Congnitive Neuroscience,15,1,1,Long-Latency ERPs and Recognition of Facial Identity,,Olivares et al_Long-Latency ERPs and Recognition of Facial Identity_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892903321107873,https://doi.org/10.1162/089892903321107873
J of Congnitive Neuroscience,15,1,1,Book Review,,Choudary_Book Review_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892903321107882,https://doi.org/10.1162/089892903321107882
J of Congnitive Neuroscience,15,1,1,Book Review,,Olshausen_Book Review_1.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892903321107891,https://doi.org/10.1162/089892903321107891
J of Congnitive Neuroscience,16,2004,1,Interview: Mark D'Esposito with Michael S. Gazzaniga,,VanRullen et al_Interview Mark D'Esposito with Michael S. Gazzaniga_2004.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892904322755494,https://doi.org/10.1162/089892904322755494
J of Congnitive Neuroscience,16,2004,1,Visual Search and Dual Tasks Reveal Two Distinct Attentional Resources,,Kishiyama et al_Visual Search and Dual Tasks Reveal Two Distinct Attentional Resources_2004.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892904322755502,https://doi.org/10.1162/089892904322755502
J of Congnitive Neuroscience,16,2004,1,The von Restorff Effect in Amnesia: The Contribution of the Hippocampal System to Novelty-Related Memory Enhancements,,Ro et al_The von Restorff Effect in Amnesia The Contribution of the Hippocampal System to Novelty-Related Memory Enhancements_2004.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892904322755511,https://doi.org/10.1162/089892904322755511
J of Congnitive Neuroscience,16,2004,1,Visual Enhancing of Tactile Perception in the Posterior Parietal Cortex,,Obleser et al_Visual Enhancing of Tactile Perception in the Posterior Parietal Cortex_2004.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892904322755520,https://doi.org/10.1162/089892904322755520
J of Congnitive Neuroscience,16,2004,1,Magnetic Brain Response Mirrors Extraction of Phonological Features from Spoken Vowels,,Golob & Starr_Magnetic Brain Response Mirrors Extraction of Phonological Features from Spoken Vowels_2004.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892904322755539,https://doi.org/10.1162/089892904322755539
J of Congnitive Neuroscience,16,2004,1,Serial Position Effects in Auditory Event-related Potentials during Working Memory Retrieval,,Atienza et al_Serial Position Effects in Auditory Event-related Potentials during Working Memory Retrieval_2004.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892904322755548,https://doi.org/10.1162/089892904322755548
J of Congnitive Neuroscience,16,2004,1,Posttraining Sleep Enhances Automaticity in Perceptual Discrimination,,Seidler_Posttraining Sleep Enhances Automaticity in Perceptual Discrimination_2004.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892904322755557,https://doi.org/10.1162/089892904322755557
J of Congnitive Neuroscience,16,2004,1,Multiple Motor Learning Experiences Enhance Motor Adaptability,,Gomez-Beldarrain et al_Multiple Motor Learning Experiences Enhance Motor Adaptability_2004.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892904322755566,https://doi.org/10.1162/089892904322755566
J of Congnitive Neuroscience,16,2004,1,Patients with Right Frontal Lesions are Unable to Assess and Use Advice to Make Predictive Judgments,,Howe & Purves_Patients with Right Frontal Lesions are Unable to Assess and Use Advice to Make Predictive Judgments_2004.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892904322755575,https://doi.org/10.1162/089892904322755575
J of Congnitive Neuroscience,16,2004,1,Size Contrast and Assimilation Explained by the Statistics of Natural Scene Geometry,,West_Size Contrast and Assimilation Explained by the Statistics of Natural Scene Geometry_2004.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892904322755584,https://doi.org/10.1162/089892904322755584
J of Congnitive Neuroscience,16,2004,1,The Effects of Aging on Controlled Attention and Conflict Processing in the Stroop Task,,Buccino et al_The Effects of Aging on Controlled Attention and Conflict Processing in the Stroop Task_2004.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892904322755593,https://doi.org/10.1162/089892904322755593
J of Congnitive Neuroscience,16,2004,1,Neural Circuits Involved in the Recognition of Actions Performed by Nonconspecifics: An fMRI Study,,Bischoff-Grethe et al_Neural Circuits Involved in the Recognition of Actions Performed by Nonconspecifics An fMRI Study_2004.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892904322755601,https://doi.org/10.1162/089892904322755601
J of Congnitive Neuroscience,16,2004,1,Neural Substrates of Response-based Sequence Learning using fMRI,,Wig et al_Neural Substrates of Response-based Sequence Learning using fMRI_2004.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892904322755610,https://doi.org/10.1162/089892904322755610
J of Congnitive Neuroscience,16,2004,1,Separable Routes to Human Memory Formation: Dissociating Task and Material Contributions in the Prefrontal Cortex,,Woldorff et al_Separable Routes to Human Memory Formation Dissociating Task and Material Contributions in the Prefrontal Cortex_2004.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892904322755629,https://doi.org/10.1162/089892904322755629
J of Congnitive Neuroscience,17,2005,1,Brain Responses to Segmentally and Tonally Induced Semantic Violations in Cantonese,,Schirmer et al_Brain Responses to Segmentally and Tonally Induced Semantic Violations in Cantonese_2005.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/0898929052880057,https://doi.org/10.1162/0898929052880057
J of Congnitive Neuroscience,17,2005,1,Regional Brain Activity Associated with Visual Backward Masking,,Green et al_Regional Brain Activity Associated with Visual Backward Masking_2005.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/0898929052880011,https://doi.org/10.1162/0898929052880011
J of Congnitive Neuroscience,17,2005,1,Real and Imaginary Rotary Motion Processing: Functional Parcellation of the Human Parietal Lobe Revealed by fMRI,,Podzebenko et al_Real and Imaginary Rotary Motion Processing Functional Parcellation of the Human Parietal Lobe Revealed by fMRI_2005.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/0898929052879996,https://doi.org/10.1162/0898929052879996
J of Congnitive Neuroscience,17,2005,1,Effects of Aging on Arithmetic Problem-Solving: An Event-related Brain Potential Study,,Yagoubi et al_Effects of Aging on Arithmetic Problem-Solving An Event-related Brain Potential Study_2005.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/0898929052880084,https://doi.org/10.1162/0898929052880084
J of Congnitive Neuroscience,17,2005,1,Dynamic Dopamine Modulation in the Basal Ganglia: A Neurocomputational Account of Cognitive Deficits in Medicated and Nonmedicated Parkinsonism,,Frank_Dynamic Dopamine Modulation in the Basal Ganglia A Neurocomputational Account of Cognitive Deficits in Medicated and Nonmedicated Parkinsonism_2005.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/0898929052880093,https://doi.org/10.1162/0898929052880093
J of Congnitive Neuroscience,17,2005,1,Learning Places from Views: Variation in Scene Processing as a Function of Experience and Navigational Ability,,Epstein et al_Learning Places from Views Variation in Scene Processing as a Function of Experience and Navigational Ability_2005.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/0898929052879987,https://doi.org/10.1162/0898929052879987
J of Congnitive Neuroscience,17,2005,1,Aging and the Neural Correlates of Successful Picture Encoding: Frontal Activations Compensate for Decreased Medial-Temporal Activity,,Gutchess et al_Aging and the Neural Correlates of Successful Picture Encoding Frontal Activations Compensate for Decreased Medial-Temporal Activity_2005.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/0898929052880048,https://doi.org/10.1162/0898929052880048
J of Congnitive Neuroscience,17,2005,1,Neural Topography and Content of Movement Representations,,de Lange et al_Neural Topography and Content of Movement Representations_2005.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/0898929052880039,https://doi.org/10.1162/0898929052880039
J of Congnitive Neuroscience,17,2005,1,Attention and Interhemispheric Transfer: A Behavioral and fMRI Study,,Weber et al_Attention and Interhemispheric Transfer A Behavioral and fMRI Study_2005.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/0898929052880002,https://doi.org/10.1162/0898929052880002
J of Congnitive Neuroscience,17,2005,1,Parietal rTMS Disrupts the Initiation but not the Execution of On-line Adjustments to a Perturbation of Object Size,,Glover et al_Parietal rTMS Disrupts the Initiation but not the Execution of On-line Adjustments to a Perturbation of Object Size_2005.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/0898929052880066,https://doi.org/10.1162/0898929052880066
J of Congnitive Neuroscience,17,2005,1,Grammatical Gender and Number Agreement in Spanish: An ERP Comparison,,Barber & Carreiras_Grammatical Gender and Number Agreement in Spanish An ERP Comparison_2005.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/0898929052880101,https://doi.org/10.1162/0898929052880101
J of Congnitive Neuroscience,17,2005,1,Influence of Prosodic Information on the Processing of Split Particles: ERP Evidence from Spoken German,,Isel et al_Influence of Prosodic Information on the Processing of Split Particles ERP Evidence from Spoken German_2005.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/0898929052880075,https://doi.org/10.1162/0898929052880075
J of Congnitive Neuroscience,17,2005,1,ERP Nonword Rhyming Effects in Children and Adults,,Coch et al_ERP Nonword Rhyming Effects in Children and Adults_2005.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/0898929052880020,https://doi.org/10.1162/0898929052880020
J of Congnitive Neuroscience,18,2006,1,Effects of Attention on Neuroelectric Correlates of Auditory Stream Segregation,,Snyder et al_Effects of Attention on Neuroelectric Correlates of Auditory Stream Segregation_2006.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892906775250021,https://doi.org/10.1162/089892906775250021
J of Congnitive Neuroscience,18,2006,1,Dissociating Task-set Selection from Task-set Inhibition in the Prefrontal Cortex,,Mayr et al_Dissociating Task-set Selection from Task-set Inhibition in the Prefrontal Cortex_2006.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892906775250085,https://doi.org/10.1162/089892906775250085
J of Congnitive Neuroscience,18,2006,1,Neural Mechanisms of Cognitive Control: An Integrative Model of Stroop Task Performance and fMRI Data,,Herd et al_Neural Mechanisms of Cognitive Control An Integrative Model of Stroop Task Performance and fMRI Data_2006.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892906775250012,https://doi.org/10.1162/089892906775250012
J of Congnitive Neuroscience,18,2006,1,Intact Recollection Memory in High-performing Older Adults: ERP and Behavioral Evidence,,Duarte et al_Intact Recollection Memory in High-performing Older Adults ERP and Behavioral Evidence_2006.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892906775249988,https://doi.org/10.1162/089892906775249988
J of Congnitive Neuroscience,18,2006,1,Perceptual Expertise Effects Are Not All or None: Spatially Limited Perceptual Expertise for Faces in a Case of Prosopagnosia,,Bukach et al_Perceptual Expertise Effects Are Not All or None Spatially Limited Perceptual Expertise for Faces in a Case of Prosopagnosia_2006.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892906775250094,https://doi.org/10.1162/089892906775250094
J of Congnitive Neuroscience,18,2006,1,Effect of Language Switching on Arithmetic: A Bilingual fMRI Study,,Venkatraman et al_Effect of Language Switching on Arithmetic A Bilingual fMRI Study_2006.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892906775250030,https://doi.org/10.1162/089892906775250030
J of Congnitive Neuroscience,18,2006,1,Automatic Drive of Limb Motor Plasticity,,Magescas & Prablanc_Automatic Drive of Limb Motor Plasticity_2006.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892906775250058,https://doi.org/10.1162/089892906775250058
J of Congnitive Neuroscience,18,2006,1,Access to Lexical Information in Language Comprehension: Semantics before Syntax,,Müller & Hagoort_Access to Lexical Information in Language Comprehension Semantics before Syntax_2006.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892906775249997,https://doi.org/10.1162/089892906775249997
