Journal,Volume,Year,Issue,Title,Authors,FileName,URL,DOI,IllegalTitleChars,IllegalAuthorsChars,DownloadFlag
J of Cognitive Neuroscience,13,2001,5,Electrophysiological Correlates of Emotion-Induced Recognition Bias,Sabine Windmann and Marta Kutas,Windmann & Kutas_Electrophysiological Correlates of Emotion-Induced Recognition Bias_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901750363172,https://doi.org/10.1162/089892901750363172,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,5,Does the Medial Temporal Lobe Bind Phonological Memories?,Raymond Knott and William Marslen-Wilson,Knott & Marslen-Wilson_Does the Medial Temporal Lobe Bind Phonological Memories_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901750363181,https://doi.org/10.1162/089892901750363181,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,5,Phonological Processing in Visual Rhyming: A Developmental ERP Study,"Giordana Grossi, Donna Coch, Sharon Coffey-Corina, Phillip J. Holcomb, and Helen J. Neville",Grossi et al_Phonological Processing in Visual Rhyming A Developmental ERP Study_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901750363190,https://doi.org/10.1162/089892901750363190,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,5,Parallel Cortico-Basal Ganglia Mechanisms for Acquisition and Execution of Visuomotor Sequences--A Computational Approach,"Hiroyuki Nakahara, Kenji Doya, and Okihide Hikosaka",Nakahara et al_Parallel Cortico-Basal Ganglia Mechanisms for Acquisition and Execution of Visuomotor Sequences--A Computational Approach_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901750363208,https://doi.org/10.1162/089892901750363208,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,5,"Amnesia and the Declarative/Nondeclarative Distinction: A Recurrent Network Model of Classification, Recognition, and Repetition Priming",Annette Kinder and David R. Shanks,"Kinder & Shanks_Amnesia and the DeclarativeNondeclarative Distinction A Recurrent Network Model of Classification, Recognition, and Repetition Priming_2001.pdf",https://www.mitpressjournals.org/doi/pdf/10.1162/089892901750363217,https://doi.org/10.1162/089892901750363217,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,5,Visual Priming Within and Across Symbolic Format Using a Tachistoscopic Picture Identification Task: A PET Study,"Karine Lebreton, Beatrice Desgranges, Brigitte Landeau, Jean-Claude Baron, and Francis Eustache",Lebreton et al_Visual Priming Within and Across Symbolic Format Using a Tachistoscopic Picture Identification Task A PET Study_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901750363226,https://doi.org/10.1162/089892901750363226,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,5,Relations between the Neural Bases of Dynamic Auditory Processing and Phonological Processing: Evidence from fMRI,"Russell A. Poldrack, Elise Temple, Athanassios Protopapas, Srikantan Nagarajan, Paula Tallal, Michael Merzenich, and John D. E. Gabrieli",Poldrack et al_Relations between the Neural Bases of Dynamic Auditory Processing and Phonological Processing Evidence from fMRI_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901750363235,https://doi.org/10.1162/089892901750363235,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,5,The Attentional Role of the Left Parietal Cortex: The Distinct Lateralization and Localization of Motor Attention in the Human Brain,"Matthew F. S. Rushworth, Michael Krams, and Richard E. Passingham",Rushworth et al_The Attentional Role of the Left Parietal Cortex The Distinct Lateralization and Localization of Motor Attention in the Human Brain_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901750363244,https://doi.org/10.1162/089892901750363244,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,5,Exploring the Thalamus,Jon H. Kaas,Kaas_Exploring the Thalamus_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901750363253,https://doi.org/10.1162/089892901750363253,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,6,Grammatical Distinctions in the Left Frontal Cortex,"Kevin A. Shapiro, Alvaro Pascual-Leone, Felix M. Mottaghy, Massimo Gangitano, and Alfonso Caramazza",Shapiro et al_Grammatical Distinctions in the Left Frontal Cortex_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290152541386,https://doi.org/10.1162/08989290152541386,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,6,A Double Dissociation in the Affective Modulation of Startle in Humans: Effects of Unilateral Temporal Lobectomy,"E. Sumie Funayama, Christian Grillon, Michael Davis, and Elizabeth A. Phelps",Funayama et al_A Double Dissociation in the Affective Modulation of Startle in Humans Effects of Unilateral Temporal Lobectomy_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290152541395,https://doi.org/10.1162/08989290152541395,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,6,Functional Anatomical Correlates of Controlled and Automatic Processing,"Johan Martijn Jansma, Nick F. Ramsey, Heleen A. Slagter, and Rene S. Kahn",Jansma et al_Functional Anatomical Correlates of Controlled and Automatic Processing_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290152541403,https://doi.org/10.1162/08989290152541403,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,6,Vase or Face? A Neural Correlate of Shape-Selective Grouping Processes in the Human Brain,"Uri Hasson, Talma Hendler, Dafna Ben Bashat, and Rafael Malach",Hasson et al_Vase or Face A Neural Correlate of Shape-Selective Grouping Processes in the Human Brain_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290152541412,https://doi.org/10.1162/08989290152541412,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,6,The Constraints Functional Neuroimaging Places on Classical Models of Auditory Word Processing,A. L. Giraud and C. J. Price,Giraud & Price_The Constraints Functional Neuroimaging Places on Classical Models of Auditory Word Processing_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290152541421,https://doi.org/10.1162/08989290152541421,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,6,A Cortical Mechanism for Binding in Visual Working Memory,Antonino Raffone and Gezinus Wolters,Raffone & Wolters_A Cortical Mechanism for Binding in Visual Working Memory_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290152541430,https://doi.org/10.1162/08989290152541430,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,6,Involuntary Motor Activity in Pianists Evoked by Music Perception,Jens Haueisen and Thomas R. Knosche,Haueisen & Knosche_Involuntary Motor Activity in Pianists Evoked by Music Perception_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290152541449,https://doi.org/10.1162/08989290152541449,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,6,Viewpoint Dependency in Visual Object Recognition Does Not Necessarily Imply Viewer-Centered Representation,Moshe Bar,Bar_Viewpoint Dependency in Visual Object Recognition Does Not Necessarily Imply Viewer-Centered Representation_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290152541458,https://doi.org/10.1162/08989290152541458,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,6,Object Orientation Agnosia: A Failure to Find the Axis?,"Irina M. Harris, Justin A. Harris, and Diana Caine",Harris et al_Object Orientation Agnosia A Failure to Find the Axis_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290152541467,https://doi.org/10.1162/08989290152541467,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,6,The Neural Substrate of Orientation Working Memory,"L. Cornette, P. Dupont, E. Salmon, and Guy A. Orban",Cornette et al_The Neural Substrate of Orientation Working Memory_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290152541476,https://doi.org/10.1162/08989290152541476,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,6,Task-Dependent Modulation of Regions in the Left Inferior Frontal Cortex during Semantic Processing,"A. L. Roskies, J. A. Fiez, D. A. Balota, M. E. Raichle, and S. E. Petersen",Roskies et al_Task-Dependent Modulation of Regions in the Left Inferior Frontal Cortex during Semantic Processing_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290152541485,https://doi.org/10.1162/08989290152541485,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,6,The Effects of Case Mixing on Word Recognition: Evidence from a PET Study,"Kate Mayall, Glyn W. Humphreys, Andrea Mechelli, Andrew Olson, and Cathy J. Price",Mayall et al_The Effects of Case Mixing on Word Recognition Evidence from a PET Study_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/08989290152541494,https://doi.org/10.1162/08989290152541494,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,7,Visual Imagery in Hemianopic Patients,Joystone Gbadamosi and Wolfgang H. Zangemeister,Gbadamosi & Zangemeister_Visual Imagery in Hemianopic Patients_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753165782,https://doi.org/10.1162/089892901753165782,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,7,The Role of Perceptual Load in Neglect: Rejection of Ipsilesional Distractors is Facilitated with Higher Central Load,Nilli Lavie and Ian H. Robertson,Lavie & Robertson_The Role of Perceptual Load in Neglect Rejection of Ipsilesional Distractors is Facilitated with Higher Central Load_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753165791,https://doi.org/10.1162/089892901753165791,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,7,Electrophysiological Correlates of the Retrieval of Emotional and Non-emotional Context,Elizabeth J. Maratos and Michael D. Rugg,Maratos & Rugg_Electrophysiological Correlates of the Retrieval of Emotional and Non-emotional Context_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753165809,https://doi.org/10.1162/089892901753165809,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,7,Longitudinal Profiles of Semantic Impairment for Living and Nonliving Concepts in Dementia of Alzheimer's Type,"Peter Garrard, Matthew A. Lambon Ralph, Peter C. Watson, Jane Powis, Karalyn Patterson, and John R. Hodges",Garrard et al_Longitudinal Profiles of Semantic Impairment for Living and Nonliving Concepts in Dementia of Alzheimer's Type_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753165818,https://doi.org/10.1162/089892901753165818,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,7,Motor and Visual Imagery as Two Complementary but Neurally Dissociable Mental Processes,A. Sirigu and J. R. Duhamel,Sirigu & Duhamel_Motor and Visual Imagery as Two Complementary but Neurally Dissociable Mental Processes_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753165827,https://doi.org/10.1162/089892901753165827,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,7,Ipsilesional Biases in Saccades but not Perception after Lesions of the Human Inferior Parietal Lobule,"Tony Ro, Chris Rorden, Jon Driver, and Robert Rafal",Ro et al_Ipsilesional Biases in Saccades but not Perception after Lesions of the Human Inferior Parietal Lobule_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753165836,https://doi.org/10.1162/089892901753165836,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,7,Synaesthetic Photisms Influence Visual Perception,"Daniel Smilek, Mike J. Dixon, Cera Cudahy, and Philip M. Merikle",Smilek et al_Synaesthetic Photisms Influence Visual Perception_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753165845,https://doi.org/10.1162/089892901753165845,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,7,Structural Encoding of Human and Schematic Faces: Holistic and Part-Based Processes,Noam Sagiv and Shlomo Bentin,Sagiv & Bentin_Structural Encoding of Human and Schematic Faces Holistic and Part-Based Processes_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753165854,https://doi.org/10.1162/089892901753165854,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,7,Changes in the Human Brain during Rhythm Learning,N. Ramnani and R. E. Passingham,Ramnani & Passingham_Changes in the Human Brain during Rhythm Learning_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753165863,https://doi.org/10.1162/089892901753165863,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,7,Electrophysiological Evidence for Early Contextual Influences during Spoken-Word Recognition: N200 Versus N400 Effects,"Danielle van den Brink, Colin M. Brown, and Peter Hagoort",van den Brink et al_Electrophysiological Evidence for Early Contextual Influences during Spoken-Word Recognition N200 Versus N400 Effects_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753165872,https://doi.org/10.1162/089892901753165872,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,7,The Context of Uncertainty Modulates the Subcortical Response to Predictability,"Amanda Bischoff-Grethe, Megan Martin, Hui Mao, and Gregory S. Berns",Bischoff-Grethe et al_The Context of Uncertainty Modulates the Subcortical Response to Predictability_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753165881,https://doi.org/10.1162/089892901753165881,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,7,Detection of Sounds in the Auditory Stream: Event-Related fMRI Evidence for Differential Activation to Speech and Nonspeech,"Athena Vouloumanos, Kent A. Kiehl, Janet F. Werker, and Peter F. Liddle",Vouloumanos et al_Detection of Sounds in the Auditory Stream Event-Related fMRI Evidence for Differential Activation to Speech and Nonspeech_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753165890,https://doi.org/10.1162/089892901753165890,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,7,Dissociating the Neural Mechanisms of Visual Attention in Change Detection Using Functional MRI,"Scott A. Huettel, Guven Guzeldere, and Gregory McCarthy",Huettel et al_Dissociating the Neural Mechanisms of Visual Attention in Change Detection Using Functional MRI_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753165908,https://doi.org/10.1162/089892901753165908,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,7,How Does the Brain Discriminate Familiar and Unfamiliar Faces?: A PET Study of Face Categorical Perception,"Bruno Rossion, Christine Schiltz, Laurence Robaye, David Pirenne, and Marc Crommelinck",Rossion et al_How Does the Brain Discriminate Familiar and Unfamiliar Faces A PET Study of Face Categorical Perception_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753165917,https://doi.org/10.1162/089892901753165917,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,8,Neural Interaction of the Amygdala with the Prefrontal and Temporal Cortices in the Processing of Facial Expressions as Revealed by fMRI,"Tetsuya Iidaka, Masao Omori, Tetsuhito Murata, Hirotaka Kosaka, Yoshiharu Yonekura, Tomohisa Okada, and Norihiro Sadato",Iidaka et al_Neural Interaction of the Amygdala with the Prefrontal and Temporal Cortices in the Processing of Facial Expressions as Revealed by fMRI_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753294338,https://doi.org/10.1162/089892901753294338,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,8,Brain Areas Specific for Attentional Load in a Motion-Tracking Task,"Jorge Jovicich, Robert J. Peters, Christof Koch, Jochen Braun, Linda Chang, and Thomas Ernst",Jovicich et al_Brain Areas Specific for Attentional Load in a Motion-Tracking Task_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753294347,https://doi.org/10.1162/089892901753294347,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,8,When Keeping in Mind Supports Later Bringing to Mind: Neural Markers of Phonological Rehearsal Predict Subsequent Remembering,"Lila Davachi, Anat Maril, and Anthony D. Wagner",Davachi et al_When Keeping in Mind Supports Later Bringing to Mind Neural Markers of Phonological Rehearsal Predict Subsequent Remembering_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753294356,https://doi.org/10.1162/089892901753294356,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,8,Posterior Corpus Callosum and Interhemispheric Transfer of Somatosensory Information: An fMRI and Neuropsychological Study of a Partially Callosotomized Patient,"Mara Fabri, Gabriele Polonara, Maria Del Pesce, Angelo Quattrini, Ugo Salvolini, and Tullio Manzoni",Fabri et al_Posterior Corpus Callosum and Interhemispheric Transfer of Somatosensory Information An fMRI and Neuropsychological Study of a Partially Callosotomiz_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753294365,https://doi.org/10.1162/089892901753294365,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,8,Implicit Representations of Space after Bilateral Parietal Lobe Damage,Min-Shik Kim and Lynn C. Robertson,Kim & Robertson_Implicit Representations of Space after Bilateral Parietal Lobe Damage_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753294374,https://doi.org/10.1162/089892901753294374,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,8,Hemispheric Asymmetry in Categorical Versus Coordinate Visuospatial Processing Revealed by Temporary Cortical Deactivation,"Scott D. Slotnick, Lauren R. Moo, Mark A. Tesoro, and John Hart",Slotnick et al_Hemispheric Asymmetry in Categorical Versus Coordinate Visuospatial Processing Revealed by Temporary Cortical Deactivation_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753294383,https://doi.org/10.1162/089892901753294383,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,8,Interference with Performance of a Response Selection Task that has no Working Memory Component: An rTMS Comparison of the Dorsolateral Prefrontal and Medial Frontal Cortex,"K. A. Hadland, M. F. S. Rushworth, R. E. Passingham, M. Jahanshahi, and J. C. Rothwell",Hadland et al_Interference with Performance of a Response Selection Task that has no Working Memory Component An rTMS Comparison of the Dorsolateral Prefrontal and_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753294392,https://doi.org/10.1162/089892901753294392,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,8,Emotion and Attention Interaction Studied through Event-Related Potentials,"Luis Carretie, Manuel Martin-Loeches, Jose Antonio Hinojosa, and Francisco Mercado",Carretie et al_Emotion and Attention Interaction Studied through Event-Related Potentials_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753294400,https://doi.org/10.1162/089892901753294400,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,13,2001,8,The Effects of Frontal Lobe Lesions on Goal Achievement in the Water Jug Task,"Mary Kathryn Colvin, Kevin Dunbar, and Jordan Grafman",Colvin et al_The Effects of Frontal Lobe Lesions on Goal Achievement in the Water Jug Task_2001.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892901753294419,https://doi.org/10.1162/089892901753294419,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,1,Increased Brain Activity in Frontal and Parietal Cortex Underlies the Development of Visuospatial Working Memory Capacity during Childhood,"Torkel Klingberg, Hans Forssberg, and Helena Westerberg",Klingberg et al_Increased Brain Activity in Frontal and Parietal Cortex Underlies the Development of Visuospatial Working Memory Capacity during Childhood_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205276,https://doi.org/10.1162/089892902317205276,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,1,fMRI Evidence for Dual Routes to the Mental Lexicon in Visual Word Recognition,"Christian J. Fiebach, Angela D. Friederici, Karsten Muller, and D. Yves von Cramon",Fiebach et al_fMRI Evidence for Dual Routes to the Mental Lexicon in Visual Word Recognition_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205285,https://doi.org/10.1162/089892902317205285,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,1,Object Activation from Features in the Semantic System,"Michael A. Kraut, Sarah Kremen, Jessica B. Segal, Vincent Calhoun, Lauren R. Moo, and John Hart Jr.",Kraut et al_Object Activation from Features in the Semantic System_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205294,https://doi.org/10.1162/089892902317205294,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,1,Object Activation in Semantic Memory from Visual Multimodal Feature Input,"Michael A. Kraut, Sarah Kremen, Lauren R. Moo, Jessica B. Segal, Vincent Calhoun, and John Hart Jr.",Kraut et al_Object Activation in Semantic Memory from Visual Multimodal Feature Input_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205302,https://doi.org/10.1162/089892902317205302,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,1,Split-Second Sequential Selective Activation in Human Secondary Visual Cortex,"J. Leon Kenemans, Marijn Lijffijt, Gert Camfferman, and Marinus N. Verbaten",Kenemans et al_Split-Second Sequential Selective Activation in Human Secondary Visual Cortex_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205311,https://doi.org/10.1162/089892902317205311,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,1,Acoustical Vision of Neglected Stimuli: Interaction among Spatially Converging Audiovisual Inputs in Neglect Patients,"Francesca Frassinetti, Francesco Pavani, and Elisabetta Ladavas",Frassinetti et al_Acoustical Vision of Neglected Stimuli Interaction among Spatially Converging Audiovisual Inputs in Neglect Patients_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205320,https://doi.org/10.1162/089892902317205320,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,1,Theta Oscillations and Human Navigation: A Magnetoencephalography Study,"Draulio B. de Araujo, Oswaldo Baffa, and Ronald T. Wakai",de Araujo et al_Theta Oscillations and Human Navigation A Magnetoencephalography Study_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205339,https://doi.org/10.1162/089892902317205339,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,1,Dissociations in Processing Past Tense Morphology: Neuropathology and Behavioral Studies,"Lorraine K. Tyler, Paul deMornay-Davies, Rebekah Anokhina, Catherine Longworth, Billi Randall, and William D. Marslen-Wilson",Tyler et al_Dissociations in Processing Past Tense Morphology Neuropathology and Behavioral Studies_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205348,https://doi.org/10.1162/089892902317205348,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,1,Working Memory and the Suppression of Reflexive Saccades,"Jason P. Mitchell, C. Neil Macrae, and Iain D. Gilchrist",Mitchell et al_Working Memory and the Suppression of Reflexive Saccades_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205357,https://doi.org/10.1162/089892902317205357,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,1,Modulation of the Visual Word Retrieval System in Writing: A Functional MRI Study on the Japanese Orthographies,"Kimihiro Nakamura, Manabu Honda, Shigeru Hirano, Tatsuhide Oga, Nobukatsu Sawamoto, Takashi Hanakawa, Hiroshi Inoue, Jin Ito, Tetsu Matsuda, Hidenao Fukuyama, and Hiroshi Shibasaki",Nakamura et al_Modulation of the Visual Word Retrieval System in Writing A Functional MRI Study on the Japanese Orthographies_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205366,https://doi.org/10.1162/089892902317205366,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,1,Wada Testing Reveals Frontal Lateralization for the Memorization of Words and Faces,"W. M. Kelley, J. G. Ojemann, R. D. Wetzel, C. P. Derdeyn, C. J. Moran, D. T. Cross, J. L. Dowling, J. W. Miller, and S. E. Petersen",Kelley et al_Wada Testing Reveals Frontal Lateralization for the Memorization of Words and Faces_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317205375,https://doi.org/10.1162/089892902317205375,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,2,Covert Reorienting and Inhibition of Return: An Event-Related fMRI Study,Joran Lepsien and Stefan Pollmann,Lepsien & Pollmann_Covert Reorienting and Inhibition of Return An Event-Related fMRI Study_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317236795,https://doi.org/10.1162/089892902317236795,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,2,Neural Specialization for Letter Recognition,"Thad A. Polk, Matthew Stallcup, Geoffrey K. Aguirre, David C. Alsop, Mark D'Esposito, John A. Detre, and Martha J. Farah",Polk et al_Neural Specialization for Letter Recognition_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317236803,https://doi.org/10.1162/089892902317236803,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,2,fMRI Study of Cognitive Interference Processing in Females with Fragile X Syndrome,"Leanne Tamm, Vinod Menon, Cindy K. Johnston, David R. Hessl, and Allan L. Reiss",Tamm et al_fMRI Study of Cognitive Interference Processing in Females with Fragile X Syndrome_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317236812,https://doi.org/10.1162/089892902317236812,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,2,Impact of fMRI Acoustic Noise on the Functional Anatomy of Visual Mental Imagery,"A. Mazard, B. Mazoyer, O. Etard, N. Tzourio-Mazoyer, S.M. Kosslyn, and E. Mellet",Mazard et al_Impact of fMRI Acoustic Noise on the Functional Anatomy of Visual Mental Imagery_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317236821,https://doi.org/10.1162/089892902317236821,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,2,Visual Categorization and Object Representation in Monkeys and Humans,"N. Sigala, F. Gabbiani, and N. K. Logothetis",Sigala et al_Visual Categorization and Object Representation in Monkeys and Humans_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317236830,https://doi.org/10.1162/089892902317236830,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,2,Specialization of Neural Mechanisms Underlying Face Recognition in Human Infants,"Michelle de Haan, Olivier Pascalis, and Mark H. Johnson",de Haan et al_Specialization of Neural Mechanisms Underlying Face Recognition in Human Infants_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317236849,https://doi.org/10.1162/089892902317236849,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,2,Categorical Perception of Happiness and Fear Facial Expressions: An ERP Study,"S. Campanella, P. Quinet, R. Bruyer, M. Crommelinck, and J.-M. Guerit",Campanella et al_Categorical Perception of Happiness and Fear Facial Expressions An ERP Study_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317236858,https://doi.org/10.1162/089892902317236858,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,2,Discourse Representation in the Two Cerebral Hemispheres,Debra L. Long and Kathleen Baynes,Long & Baynes_Discourse Representation in the Two Cerebral Hemispheres_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317236867,https://doi.org/10.1162/089892902317236867,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,2,Blindsight after Optic Nerve Injury Indicates Functionality of Spared Fibers,"Stefan Wust, Erich Kasten, and Bernhard A. Sabel",Wust et al_Blindsight after Optic Nerve Injury Indicates Functionality of Spared Fibers_2002.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317236876,https://doi.org/10.1162/089892902317236876,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,14,2002,2,"Cross-Modal Interactions between Audition, Touch, and Vision in Endogenous Spatial Attention: ERP Evidence on Preparatory States and Sensory Modulations","Martin Eimer, Jose van Velzen, and Jon Driver","Eimer et al_Cross-Modal Interactions between Audition, Touch, and Vision in Endogenous Spatial Attention ERP Evidence on Preparatory States and Sensory Modulatio_2002.pdf",https://www.mitpressjournals.org/doi/pdf/10.1162/089892902317236885,https://doi.org/10.1162/089892902317236885,False,False,NO MATCH FOUND
